"Number ;Variety;source;Context ;Focus;Position;Relative_Position;be&also;R_S_P;"
"50;GBE;...rylearningsite.co.uk;assert its power. Ludendorff viewed peace as merely an interruption between wars. He also believed that it was the duty of a nation to be prepared for war and;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"51;GBE;simplypsychology.org;of processes in perception: bottom-up processing and top-down processing. # Bottom-up processing is also known as data-driven processing, because perception begins with the stimulus itself. Processing is;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"52;GBE;kidsforkidsuk.org;cool and also scary in a Indiana Jonas kind of way. The rest was also awesome and we also saw hundreds of ants going in a line like they were;OC;Post-adjacent;Adjacent;be_also;After_P;"
"53;GBE;independent.co.uk;success in the field against Western forces and will be harder to defeat. They also know that Western forces' involvement in Afghanistan is becoming unpopular in Europe and America;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"54;GBE;brain-damage.co.uk;original demos of the tracks, dusted off for us to hear. It is also fascinating to see the intricacies of the recording process, and the number of layers;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"55;GBE;ariadne.ac.uk;required to carry out the integration has been extensive and detailed, and it can also be concluded that the lack of the most up-to-date standards in the interfaces for content;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"56;GBE;ukcatalogue.oup.com;imposition of law). The classical juxtaposition of the civilized and the uncivilized is also critically studied. Part Five is concerned with problems of the method and theory of;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"58;GBE;...saward.wordpress.com;to get many offers from front-running or big-paying teams for 2013. # I am also curious whats happenning to robert kubica, he is gone missing since his lotus contract;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"6;GBE;...air.adversaria.co.uk;we are speaking in terms of Christ as King. But as priest he is also the substitute, the one who expiates sin and satisfies the Father. The two;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"60;GBE;islam21c.com;These are important things to take into consideration by those who are helping reverts.Muslims must also realize that degrees in Islam are not tantamount to piety or righteousness, so you;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"62;GBE;historytoday.com;be a' grave error' and' totally unacceptable.' The Home Office also advised the Government to take the lead. There was some pressure in favour of;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"63;GBE;dailymail.co.uk;in the Himalayas - is the UK's tallest mountain. # One in five also confesses to ignorance when it comes to identifying exactly which countries make up the United;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"64;GBE;dailymail.co.uk;of cave networks would likely block communication between astronauts and robots. # The scientist also noted that caves would be good candidates for finding ice and even micro-biotic life on;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"65;GBE;thesun.co.uk;""a car accident and broke my femur in three places. # """" I have also had broken arms and had hernias, but nothing compared to the pain I felt"";Auxillary ;Post-adjacent;Adjacent;;After_P;"
"66;GBE;accorhotels.com;tea and coffee making, air con and internet if you wanted it. You also get a great pod type shower room with a good sized shower toilet and wash;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"67;GBE;geowayne.com;""predecessor to Literally) stated in its February 1987 edition that """" Suburbia """" had also been used on at least three different occasions on the popular, long-running U.K. soap"";Auxillary ;Post-adjacent;Adjacent;;After_P;"
"68;GBE;morleydev.co.uk;how that's the part of coding I find the most fun. Which could also explain why I'm on the Platform Team at work. We make the API;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"69;GBE;prweekjobs.co.uk;international, multicultural workforce. # Working in a small internal communications team you will also provide leadership and direction to other members of staff, sharing best practice with those;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"7;GBE;dailyecho.co.uk;""customers should have no concern regarding the safety of our fleet """". # I also hope and pray this proven instability of these superliners will never happen again, although"";O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"70;GBE;...figurefullerbust.com;""maintain their figures (some quite a bit more than half starved). I also worked with what was referred to as """" Plus-sized """" models and even the """""";O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"71;GBE;nhs.uk;work, the sperm has to be of a reasonably high quality. There may also be circumstances where it is considered too dangerous to delay treatment in order for sperm;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"73;GBE;guardian.co.uk;extremely troubling and disturbing issue, i couldn't agree more, but it is also a very complicated one. # all you hear of the David Sharp story is;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"74;GBE;guardian.co.uk;massive liquidity schemes and promise of unlimited bond purchases would fuel inflation. # Draghi also rejected claims that the European Central Bank has violated its mandate, and argued that;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"75;GBE;c4lpt.co.uk;used to engage learners both in the classroom and online courses, but what is also becoming very clear is that it is not ONLY in the area of formal learning;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"76;GBE;guardian.co.uk;""serious case review, which was later judged """" inadequate """" by Ofsted, was also published in full. The children's minister, Tim Loughton, said he hoped"";OC;Pre-adjacent;Adjacent;be_also;After_P;"
"77;GBE;amazon.co.uk;reasons not only that Britain's foreign policies are generally unethical but that they are also making the world more dangerous and unequal. # The Web of Deceit describes the;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"79;GBE;podcasts.ox.ac.uk;States, and the efforts being made towards information sharing and protection. David will also give a brief outline of on-going ISE development efforts. In essence, this talk;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"8;GBE;youthhealthtalk.org;"""""" racing mind """", """" overanalysing """" and inability to function. Anxiety could also manifest itself in various ways. For many, an anxiety or panic attack caused"";Auxillary ;Post-adjacent;Adjacent;;After_P;"
"81;GBE;spiked-online.com;(APA), whose journal published the Rind, Tromovitch and Bauserman piece, also came under fire. Under such intense pressure, the APA became defensive and announced;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"82;GBE;casebook.org;, eating bread out of gutters, refusing food, and incoherent. He had also taken up a knife and threatened his sister (it is uncertain whether Cohen mean;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"83;GBE;guardian.co.uk;Glover, a product of the National Lottery-funded Sporting Giants talent identification programme, will also spark relief among British officials who were starting to fret a little about hitting their;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"86;GBE;soundonsound.com;just to control the snare transients a little bit in the overhead picture. I also EQed the toms to roll back some of the tubbiness on them. There's;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"87;GBE;independent.co.uk;""who are forced to sell their homes to cover care costs. # Ministers have also announced a national eligibility threshold for adult care to end the current """" postcode lottery"";Auxillary ;Post-adjacent;Adjacent;;After_P;"
"89;GBE;leftfootforward.org;to which the deficit is linked to structural problems in the UK economy (which also existed to a larger extent in the Irish economy) rather than to Labour's;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"90;GBE;tutorhunt.com;2011 had the desertification of crop land lead to food shortages. # Africa will also be affected by substantial ecological factors. 25-40% of animals of animals in the continents;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"92;GBE;catholicherald.co.uk;""say about Muslims, Mel Gibson, Henry Ford and millions more. Do you also say, """" Those that hate Jews were taught to hate? """" Assume that"";O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"93;GBE;guardian.co.uk;""said these middle managers, was """" minimising office costs """". # The survey also provided a snapshot of how these professionals were working. Despite the drive for more"";O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"94;GBE;wyndhamhealth.com;waste matter so stimulating the colon to contract. However if you experience diarrhoea you also need to drink water to replace what has been lost. The Skeletal System;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"95;GBE;jnnp.bmj.com;, he was comatose, and his blood pressure was 140/76 mm Hg. He also had atrial fibrillation, Cheyne-Stokes respiration, bilateral miosis, and a positive Babinski's;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"96;GBE;mirrorfootball.co.uk;""about it being good for Rangers and Celtic. # """" I think it would also be good for the Premier League. # """" They are two clubs that have"";Auxillary ;Post-adjacent;Adjacent;;After_P;"
"97;GBE;law.ox.ac.uk;about the release of GMOs into the environment under UK and EU law. She also works together with Prof. Nafsika Alexiadou (Umea University, Sweden) on a research;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"98;GBE;scotland.com;up with a lot of girly things like dress up and such! # We also played a lot of cribbage and chess. The only person I couldn't regularly;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"10;GBE;...lfootballschools.com;cent compared to individuals who used a 5-percent glucose drink. The 15-per cent drink also drained from the stomach as quickly as the 5-per cent one, though many other;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"100;GBE;51voa.com;""made of the trip is called """" Twice Upon a Caravan. """" People can also order it from some bookstores. # (MUSIC) # VOICE TWO: #"";Auxillary ;Post-adjacent;Adjacent;;After_P;"
"102;GBE;...wclear.server279.com;putting Denmark behind only Cyprus and Luxembourg when it comes to trash. The figures also revealed that a mere 23 percent of Danish household trash is recycled, about half;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"103;GBE;...conditionproject.com;until cooked. Serve with lettuce leaves and wrap around the Laap Gaai (Photo also contains pumpkin poached in fresh coconut juice with a little milk - nothin' complicated;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"105;GBE;...w8975.mysinablog.com;. Such incident has caused Barings to lose more than 200 million and it is also one of the main incidents that caused the collapse of the Barings bank. Thus;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"107;GBE;...chine-equipments.com;lies in the diversification of risk, integrated use of resources, but business diversification also tend to be easy to cause some decision-making mistakes, and will increase the difficulty;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"110;GBE;ocard.info;lighting equipment, so that consumers feel in gustatory feast at the same time, also enjoy first-class visual impact. At the same time, in the twenty-second session of;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"111;GBE;cdeclips.com;vinegar and top with a scattering of lightly roasted pine nuts. # Cucumbers are also versatile, I like mine softened by steeping in salt for about an hour until;OC;Pre-adjacent;Adjacent;be_also;After_P;"
